标题,browser,字段1,价格,status
【LOGO设计】品牌logo设计,228人,1人,¥1000,圆满完成
,,,,
【LOGO设计】vi设计 包含包装两套,317人,1人,¥4000,圆满完成
【LOGO设计】设计LOGO,159人,1人,¥1000,圆满完成
【LOGO设计】SJ,563人,1人,¥1700,圆满完成
【宣传册设计】画册设计,293人,1人,¥7300,圆满完成
【封面设计】封面设计,621人,1人,¥50,圆满完成
【VI设计】品牌整体VI设计,305人,1人,¥5000,圆满完成
【VI设计】VI设计+包装设计,194人,1人,¥5000,圆满完成
【广告设计】广告片剪辑制作,398人,1人,¥15000,圆满完成
【宣传册设计】画册版面排版设计,206人,1人,¥999,圆满完成
【LOGO设计】深圳悠悠帮生活管家 logo设计,191人,1人,¥1000,圆满完成
【标签设计】淘宝品牌宣传卡制作,389人,1人,¥998,圆满完成
【标签设计】柚子酒标签设计,464人,1人,¥998,圆满完成
【海报设计】kv主画面和海报,2311人,1人,¥50000,圆满完成
【宣传册设计】泥博士硅藻泥三折页,258人,1人,¥300,圆满完成
【VI设计】公司VI设计及企业画册设计,408人,1人,¥15000,圆满完成
【LOGO设计】logo设计,265人,1人,¥2000,圆满完成
【LOGO设计】logo设计,239人,1人,¥300,圆满完成
【VI设计】KTV养生会所VI系统设计,307人,1人,¥9800,圆满完成
【VI设计】保安公司简单VI设计,408人,1人,¥12200,圆满完成
【海报设计】DM设计,1178人,1人,¥50000,圆满完成
【VI设计】文化传媒公司logo及部分VI,356人,1人,¥10000,圆满完成
【LOGO设计】加工厂logo以及部分vi设计,302人,1人,¥4000,圆满完成
【宣传册设计】高考图书16开单张宣传页,279人,1人,¥400,圆满完成
【海报设计】学校班级布置海报设计,318人,1人,¥220,圆满完成
【宣传册设计】企业宣传册,237人,1人,¥7700,圆满完成
【宣传册设计】公司的画册宣传册设计,320人,1人,¥2000,圆满完成
【服装设计】婴儿用品吊卡设计,1491人,1人,¥400,圆满完成
【包装设计】家纺包装设计,258人,1人,¥1550,圆满完成
【LOGO设计】﻿﻿﻿﻿LOGO设计,214人,1人,¥1000,圆满完成
【包装设计】产品详情页设计,468人,1人,¥2000,圆满完成
,,,,
【海报设计】5张海报设计,1365人,1人,¥45000,圆满完成
【宣传册设计】设计一张A4（正反两面）的宣传单，关于产品的，要求内容全面！,403人,1人,¥400,圆满完成
【海报设计】展会海报设计,393人,1人,¥3165,圆满完成
【宣传册设计】公司宣传册设计,774人,1人,¥400,圆满完成
【名片设计】基金公司的名片设计,486人,1人,¥30,圆满完成
【VI设计】交友APP的UI设计,505人,1人,¥5000,圆满完成
【包装设计】玉米种子包装设计,206人,1人,¥1500,圆满完成
【海报设计】展会海报设计,486人,1人,¥300,圆满完成
【VI设计】文化传播公司VI设计,199人,1人,¥9000,圆满完成
【包装设计】10款套盒包装设计,573人,1人,¥50000,圆满完成
【LOGO设计】重新设计logo以及画册修改,237人,1人,¥5000,圆满完成
【VI设计】移动端 icon及VI整体设计,347人,1人,¥7500,圆满完成
【其他工业设计】换气扇设计优化,1592人,1人,¥5000,圆满完成
【海报设计】海报设计,170人,1人,¥500,圆满完成
【LOGO设计】公司LOOG设计,399人,1人,¥500,圆满完成
【LOGO设计】ACESING LOGO设计,435人,1人,¥100,圆满完成
【宣传册设计】32开重点产品宣传页,195人,1人,¥300,圆满完成
【卡通形象设计】潮流配送卡通形象设计,210人,1人,¥5000,圆满完成
【VI设计】vi设计,341人,1人,¥50000,圆满完成
【LOGO设计】企业logo及VI设计,196人,1人,¥5628,圆满完成
【海报设计】海报设计,161人,1人,¥300,圆满完成
【VI设计】丝洛芬VI 设计,476人,1人,¥20112,圆满完成
【插画设计】动漫设计,498人,1人,¥1500,圆满完成
【VI设计】品牌LOGO及VI设计,209人,1人,¥7000,圆满完成
【动漫其他】H5游戏UI设计,741人,1人,¥1000,圆满完成
【广告设计】kuaye-hongji,339人,1人,¥100,圆满完成
【VI设计】vi系统e套餐,438人,1人,¥50000,圆满完成
【店铺装修】一个关于个人护理产品的店铺装修,279人,1人,¥360,圆满完成
【卡通形象设计】婴儿用品品牌卡通形象创作,193人,1人,¥5000,圆满完成
【LOGO设计】“萌萌启蒙教育”LOGO设计及简单应用,225人,1人,¥3000,圆满完成
,,,,
【VI设计】厦门小吃餐厅logo和VI设计,350人,1人,¥20100,圆满完成
【台历设计】家政母婴领域台历设计5套,1421人,1人,¥18000,圆满完成
【LOGO设计】食品商标设计,482人,1人,¥10000,圆满完成
【VI设计】企业visE套餐（总监操刀）,429人,1人,¥50000,圆满完成
【LOGO设计】银饰品牌 logo设计，已经vi包装，包装共五款,228人,1人,¥5000,圆满完成
【LOGO设计】公司的宣传彩页,380人,1人,¥300,圆满完成
【LOGO设计】新品牌logo及VI设计,191人,1人,¥5000,圆满完成
【VI设计】面馆VI设计,302人,1人,¥1000,圆满完成
【LOGO设计】做一个易拉宝,296人,1人,¥200,圆满完成
【LOGO设计】设计任务,354人,1人,¥1820,圆满完成
【LOGO设计】公司LOGO设计,257人,1人,¥5000,圆满完成
【LOGO设计】食品logo设计,213人,1人,¥528,圆满完成
【LOGO设计】logo设计,234人,1人,¥700,圆满完成
【包装设计】采样管包装盒外观设计和内部结构设计,450人,1人,¥1000,圆满完成
【海报设计】高端电梯广告物料创意设计,683人,1人,¥2000,圆满完成
【VI设计】房地产顾问/文化传播公司 LOGO设计、VI系统设计,342人,1人,¥50000,圆满完成
【包装设计】10款单品包装（两个系列）,475人,1人,¥50000,圆满完成
【LOGO设计】租房网站论坛logo设计,600人,1人,¥200,圆满完成
【LOGO设计】产品包装设计,168人,1人,¥5000,圆满完成
【LOGO设计】花店标志设计,605人,1人,¥2500,圆满完成
【店铺装修】淘宝店铺装修,293人,1人,¥1350,圆满完成
【LOGO设计】资产管理公司LOGO设计,259人,1人,¥1000,圆满完成
【海报设计】宣传海报设计,477人,1人,¥300,圆满完成
【PPT设计】企业宣传PPT设计,558人,1人,¥1700,圆满完成
【宣传册设计】单页设计（A4纸三折页）+ X展架（1.8米）设计,323人,1人,¥500,圆满完成
【VI设计】vi系统设计（e套餐）,338人,1人,¥50000,圆满完成
【宣传册设计】公司宣传册设计,381人,1人,¥20000,圆满完成
【卡通形象设计】跨界吧牛轧糖吉祥物原创设计,274人,1人,¥2800,圆满完成
【VI设计】徐州小吃餐厅logo设计,413人,1人,¥5020,圆满完成
【LOGO设计】公司LOGO设计,208人,1人,¥1500,圆满完成
,,,,
【VI设计】新公司logo和VI设计,369人,1人,¥52000,圆满完成
【VI设计】5款套盒设计（总监操刀）,241人,1人,¥25000,圆满完成
【VI设计】vi系统设计D套餐,268人,1人,¥25000,圆满完成
【包装设计】新包装设计,160人,1人,¥400,圆满完成
【LOGO设计】公司logo,480人,1人,¥350,圆满完成
【VI设计】互联网公司logo及部分VI,505人,1人,¥10000,圆满完成
【VI设计】餐厅logo和VI设计,389人,1人,¥4800,圆满完成
【VI设计】logo设计+名片设计,650人,1人,¥5000,圆满完成
【机械设备】滴漏式咖啡机结构设计,2308人,1人,¥60000,圆满完成
【VI设计】3款产品包装设计,243人,1人,¥13000,圆满完成
【VI设计】8款产品包装设计,281人,1人,¥32000,圆满完成
【VI设计】天津四合科技发展有限公司LOGO及VI设计,395人,1人,¥2600,圆满完成
【海报设计】4张海报设计,812人,1人,¥40,圆满完成
【LOGO设计】LOGO设计,208人,1人,¥600,圆满完成
【VI设计】咖啡店VI设计,275人,1人,¥1000,圆满完成
【包装设计】平面设计,480人,1人,¥2000,圆满完成
【VI设计】vi企业创业版,179人,1人,¥5000,圆满完成
【其他工业设计】邦浦咖啡机结构设计,2007人,1人,¥60000,圆满完成
【LOGO设计】企业logo、20p画册,212人,1人,¥10000,圆满完成
【VI设计】vi高级企业版套餐、吉祥物设计、kv主画面,593人,1人,¥35000,圆满完成
【广告设计】地产围挡设计,305人,1人,¥20000,圆满完成
【LOGO设计】logo+名片设计,236人,1人,¥5000,圆满完成
【VI设计】日托中心全套vi设计,506人,1人,¥60000,圆满完成
【LOGO设计】商务酒店整套VI设计,190人,1人,¥4900,圆满完成
【包装设计】两个系列产品包装，共18个单品。,255人,1人,¥35000,圆满完成
【VI设计】LOGO加vi设计（高级版）,229人,1人,¥10000,圆满完成
【广告设计】房产公司广告设计,220人,1人,¥19995,圆满完成
【LOGO设计】APP logo设计,258人,1人,¥1000,圆满完成
【包装设计】电子产品包装设计,264人,1人,¥8000,圆满完成
【LOGO设计】天途电脑VI设计,191人,1人,¥5200,圆满完成
,,,,
【包装设计】三款套盒的包装,202人,1人,¥5000,圆满完成
【包装设计】产品包装设计,224人,1人,¥1200,圆满完成
【包装设计】柏莱雅针织品包装设计,262人,1人,¥6416,圆满完成
【VI设计】宁夏同济堂医药有限公司VIS设计,402人,1人,¥9500,圆满完成
【包装设计】胡一刀5刀片剃须包装,184人,1人,¥8300,圆满完成
【宣传册设计】企业画册设计,406人,1人,¥3300,圆满完成
【包装设计】企业周年画册,201人,1人,¥4000,圆满完成
【包装设计】设计3款月饼套盒，现代感要强，区分与其他月饼盒包装,319人,1人,¥4500,圆满完成
【包装设计】设计一款美白产品外包装,222人,1人,¥1500,圆满完成
【VI设计】广州小吃餐厅logo和VI设计,229人,1人,¥5000,圆满完成
【海报设计】种子海报单页设计,201人,1人,¥800,圆满完成
【包装设计】急！！~”36度5“卫生巾包装设计急！！！,371人,1人,¥10000,圆满完成
【VI设计】深圳市润泽环保科技有限公司logo和VI设计,347人,1人,¥8600,圆满完成
【包装设计】厦门小吃餐厅外卖包装设计,377人,1人,¥60000,圆满完成
【VI设计】无缝地板生产公司VI设计,171人,1人,¥5100,圆满完成
【宣传册设计】宣传册,305人,1人,¥1440,圆满完成
【LOGO设计】新产品注册需要设计产品标志,305人,1人,¥1800,圆满完成
【VI设计】做一套服装类型的VI,392人,1人,¥10000,圆满完成
【海报设计】主视觉,316人,1人,¥25000,圆满完成
【LOGO设计】整张网页界面设计,220人,1人,¥10000,圆满完成
【VI设计】保险公司全套VI设计,282人,1人,¥4900,圆满完成
"【VI设计】品牌VI设计,手机网站美工设计",447人,1人,¥60000,圆满完成
【VI设计】momo童装”江西抚州经营特色儿童衣服柜，LOGO设计及详细应用,318人,1人,¥9900,圆满完成
【VI设计】科技公司logo及部分VI设计,247人,1人,¥10000,圆满完成
【海报设计】设计制作公司宣传易拉宝,432人,1人,¥1000,圆满完成
【VI设计】农产品企业整理VI设计,178人,1人,¥3000,圆满完成
【LOGO设计】品牌 logo,243人,1人,¥1000,圆满完成
【VI设计】logo的应用,216人,1人,¥15000,圆满完成
【广告设计】xinsilu,231人,1人,¥100,圆满完成
【VI设计】公司整套VI设计,313人,1人,¥10000,圆满完成
,,,,
【封面设计】课堂小作业及能力培优100分JJ版封面,391人,1人,¥1200,圆满完成
【VI设计】图文公司做LOGO,245人,1人,¥5300,圆满完成
【宣传册设计】原创日用品产品画册两本,355人,1人,¥9000,圆满完成
【包装设计】咖啡机包装设计,196人,1人,¥10000,圆满完成
【LOGO设计】整套vi设计,232人,1人,¥10000,圆满完成
【LOGO设计】房地产LOGO设计,229人,1人,¥600,圆满完成
【LOGO设计】化工厂logo设计,290人,1人,¥1000,圆满完成
【LOGO设计】整套VIS设计,143人,1人,¥10000,圆满完成
【海报设计】美容产品LOGO,519人,1人,¥200,圆满完成
【宣传册设计】宣传册页重新设计,329人,1人,¥10000,圆满完成
【VI设计】宇晨企业logo和VI设计,323人,1人,¥18000,圆满完成
【LOGO设计】一张图象合成,348人,1人,¥50,圆满完成
【宣传册设计】两份宣传彩页修正着急任务,495人,1人,¥1500,圆满完成
【LOGO设计】店铺LOGO设计,425人,1人,¥450,圆满完成
【LOGO设计】健康生物公司logo设计,213人,1人,¥500,圆满完成
【LOGO设计】海报5张 这个比较急 麻烦尽快,185人,1人,¥1000,圆满完成
【卡通形象设计】吉祥物设计,191人,1人,¥1600,圆满完成
【LOGO设计】沿海某地区农业种植基地产品logo精美设计,652人,1人,¥1700,圆满完成
【LOGO设计】企业logo设计,354人,1人,¥600,圆满完成
【排版设计】BM杂志内容编写（封面设计）,421人,1人,¥8000,圆满完成
【宣传册设计】“德儒”全脑平衡高感课程宣传册页整套设计,214人,1人,¥4700,圆满完成
【LOGO设计】“德儒”全脑平衡高感课程logo设计,176人,1人,¥500,圆满完成
【LOGO设计】VI设计,420人,1人,¥6000,圆满完成
【LOGO设计】logo设计,298人,1人,¥1200,圆满完成
【VI设计】新项目vi设计 凌达机械,253人,1人,¥3000,圆满完成
【宣传册设计】车盈门自助洗车公司LOGO及画册设计,328人,1人,¥5300,圆满完成
【LOGO设计】APP的LOGO设计,242人,1人,¥300,圆满完成
【VI设计】vi设计,666人,1人,¥10000,圆满完成
【VI设计】宠物店logo设计和部分VI设计,402人,1人,¥10000,圆满完成
【广告设计】同星展板,182人,1人,¥100,圆满完成
,,,,
【LOGO设计】画册修改30p,240人,1人,¥1000,圆满完成
【LOGO设计】品牌logo设计,184人,1人,¥1000,圆满完成
【VI设计】冷冻海鲜VI设计 求新颖有卖点,436人,1人,¥2000,圆满完成
【VI设计】交房活动现场背景画面和流程图设计,383人,1人,¥2260,圆满完成
【LOGO设计】LOGO名片海报设计,133人,1人,¥300,圆满完成
【卡通形象设计】卡通形象10个动态表情制作,260人,1人,¥1600,圆满完成
【VI设计】杉菜针织品包装设计,252人,1人,¥28888,圆满完成
【VI设计】家具公司VI设计,318人,1人,¥3000,圆满完成
【VI设计】活力品牌整套VI设计,401人,1人,¥8000,圆满完成
【VI设计】广告公司logo设计,395人,1人,¥1000,圆满完成
【LOGO设计】10个微信表情的设计,434人,1人,¥1600,圆满完成
【VI设计】豪康太阳能VI设计,249人,1人,¥24000,圆满完成
【包装设计】腿护士系列包装设计,251人,1人,¥30000,圆满完成
【宣传册设计】汽车配件宣传单,415人,1人,¥600,圆满完成
【包装设计】茜妃雪系列包装设计,171人,1人,¥24000,圆满完成
【包装设计】马来老街原味白咖啡包装设计,222人,1人,¥22000,圆满完成
【LOGO设计】物流公司标志及简单VI设计,227人,1人,¥10000,圆满完成
【宣传册设计】平面设计,354人,1人,¥2000,圆满完成
【包装设计】A+B类型产品包装设计,187人,1人,¥1000,圆满完成
【LOGO设计】南京双威生物医学,478人,1人,¥5000,圆满完成
【LOGO设计】武汉市经济技术开发区第一初级中学,535人,1人,¥2000,圆满完成
【LOGO设计】杭州濮家小学教育集团,266人,1人,¥2000,圆满完成
【LOGO设计】南京四汇语语言学校,218人,1人,¥5000,圆满完成
【宣传册设计】句容碧桂园学校宣传画册设计,312人,1人,¥1800,圆满完成
【LOGO设计】传媒公司LOGO设计,375人,1人,¥500,圆满完成
【VI设计】净水机品牌LOGO和VI设计,373人,1人,¥10000,圆满完成
【包装设计】花雨伞裤袜包装设计,195人,1人,¥24120,圆满完成
【宣传册设计】产品使用手册封面封底设计,258人,1人,¥417,圆满完成
【3D建模】鸟瞰图,1616人,1人,¥3300,圆满完成
【海报设计】精美海报需求设计,384人,1人,¥1500,圆满完成
,,,,
【VI设计】设计公司企业VI简单应用（急）,295人,1人,¥9000,圆满完成
【宣传册设计】做个三折页,646人,1人,¥650,圆满完成
【VI设计】家居电子商务网站开发（尾款）,470人,1人,¥25000,圆满完成
【VI设计】应用管理平台开发建设,382人,1人,¥40000,圆满完成
【VI设计】婚纱摄影类APP开发建设,350人,1人,¥20000,圆满完成
