标题,browser,字段1,价格,status
【封面设计】创想相册封面设计,486人,1人,¥14510,圆满完成
【机械设备】建材母材均料机开发,1996人,1人,¥30000,圆满完成
【VI设计】远程监控的app开发第三期,319人,1人,¥29800,圆满完成
【VI设计】化妆品VI资料全设计案,402人,1人,¥13000,圆满完成
【VI设计】设计公司vi具体qq沟通,465人,1人,¥2800,圆满完成
【LOGO设计】logo 设计,330人,1人,¥3000,圆满完成
【海报设计】修改教辅图书宣传用易拉宝及展板,463人,1人,¥400,圆满完成
,,,,
【宣传册设计】2016教辅产品手册的设计,233人,1人,¥2400,圆满完成
【宣传册设计】菜谱、优惠券和会员卡设计,301人,1人,¥280,圆满完成
【漫画设计】设计一款以12星座为主主题的，换装，一款,676人,1人,¥2500,圆满完成
【LOGO设计】设计一个智能社区的logo,379人,1人,¥1200,圆满完成
【LOGO设计】i车贷商标设计,437人,1人,¥200,圆满完成
【VI设计】公司LOGO与VI设计全套以及公司网站装修,289人,1人,¥8000,圆满完成
【标签设计】2个标签设计,462人,1人,¥200,圆满完成
【包装设计】高端滋补品包装设计,265人,1人,¥22000,圆满完成
【包装设计】休闲食品（花生）包装设计,218人,1人,¥13000,圆满完成
【包装设计】4款包装设计,242人,1人,¥850,圆满完成
【背景墙设计】证券公司背景板设计,376人,1人,¥500,圆满完成
【海报设计】卡通版本海报设计,432人,1人,¥100,圆满完成
【VI设计】公司VI系统整体设计,264人,1人,¥30000,圆满完成
【卡通形象设计】LOGO,189人,1人,¥5000,圆满完成
【海报设计】首页设计,260人,1人,¥1500,圆满完成
【海报设计】海报设计加5款详情页设计加VI设计,245人,1人,¥5000,圆满完成
【VI设计】电子商务有限公司全套VI设计,474人,1人,¥18000,圆满完成
【海报设计】小学重点产品宣传用易拉宝两个,200人,1人,¥800,圆满完成
【宣传册设计】斜桥镇政府两新办画册,281人,1人,¥17349,圆满完成
【宣传册设计】公司宣传单和易拉宝设计,342人,1人,¥1800,圆满完成
【VI设计】客栈logo和VI设计,228人,1人,¥10000,圆满完成
【宣传册设计】产品宣传手册,259人,1人,¥500,圆满完成
【海报设计】顶益海报招贴,162人,1人,¥5700,圆满完成
【LOGO设计】jimny logo设计,484人,1人,¥5650,圆满完成
【LOGO设计】需设计商标logo,260人,1人,¥500,圆满完成
【宣传册设计】证券公司宣传册页设计,296人,1人,¥2000,圆满完成
【宣传册设计】比奇画册设计,240人,1人,¥19437,圆满完成
【LOGO设计】公司LOGO设计,302人,1人,¥2000,圆满完成
【名片设计】摄影师，名片设计,557人,1人,¥100,圆满完成
【包装设计】block玩具包装,331人,1人,¥19924,圆满完成
,,,,
【LOGO设计】珍珠销售网点logo设计,366人,1人,¥20000,圆满完成
【插画设计】插画设计,486人,1人,¥200,圆满完成
【包装设计】创想串串卡外包装设计,199人,1人,¥19849,圆满完成
【LOGO设计】logo设计,423人,1人,¥100,圆满完成
【VI设计】威凯装饰VI设计,406人,1人,¥17000,圆满完成
【包装设计】创想刮画包装设计,311人,1人,¥19718,圆满完成
【宣传册设计】buste bunche 画册,292人,1人,¥19790,圆满完成
【VI设计】青少年素质教育培训公司VI设计,390人,1人,¥8000,圆满完成
【海报设计】游戏海报设计,470人,1人,¥500,圆满完成
【宣传册设计】秋雨纸品三折页,316人,1人,¥14904,圆满完成
【包装设计】千色朵包装设计,189人,1人,¥19697,圆满完成
【广告设计】商业地产项目户外宣传设计,294人,1人,¥5000,圆满完成
【VI设计】红枣加工企业logo和VI设计,524人,1人,¥10000,圆满完成
【VI设计】大明名车汽车美容行业整体VI设计,401人,1人,¥49810,圆满完成
【PPT设计】ppt课件修改,668人,1人,¥800,圆满完成
【VI设计】君谋VI设计,209人,1人,¥42010,圆满完成
【漫画设计】创智谷漫画连载第2、3期,781人,1人,¥4000,圆满完成
【包装设计】浪莎包装设计,253人,1人,¥49800,圆满完成
【VI设计】地产公司楼盘项目LOGO及整套VI设计,343人,1人,¥10000,圆满完成
【VI设计】石材瓷砖辅料店面品牌VI设计,609人,1人,¥12500,圆满完成
【LOGO设计】公司品牌LOGO设计,235人,1人,¥500,圆满完成
【包装设计】包装设计,373人,1人,¥500,圆满完成
【排版设计】云南东航商贸有限公司的标志,641人,1人,¥200,圆满完成
【VI设计】北京个人二手车网站VI设计,252人,1人,¥8000,圆满完成
【其他工业设计】实验室通风柜自动门的结构传动设计,1511人,1人,¥35000,圆满完成
【宣传册设计】金融p2p行业用户使用手册设计,226人,1人,¥3000,圆满完成
【包装设计】设计产品的外包装内包装+说明书,396人,1人,¥800,圆满完成
【3D建模】老爷车3d电子模型制作,1680人,1人,¥10000,圆满完成
【广告设计】APP页面设计,315人,1人,¥500,圆满完成
【宣传册设计】苏美达画册设计,591人,1人,¥92000,圆满完成
,,,,
【宣传册设计】通灵翠钻画册设计,304人,1人,¥49000,圆满完成
【其他工业设计】拉伸模具设计,1887人,1人,¥45800,圆满完成
【LOGO设计】logo设计,336人,1人,¥70,圆满完成
【LOGO设计】店标LOGO,279人,1人,¥200,圆满完成
【包装设计】顶益产品包装系列设计,237人,1人,¥42950,圆满完成
【LOGO设计】飞歌  logo,217人,1人,¥5000,圆满完成
【宣传册设计】芬莉画册,344人,1人,¥19670,圆满完成
【产品外观设计】产品设计,1416人,1人,¥16996,圆满完成
【LOGO设计】公司商标设计,425人,1人,¥5000,圆满完成
【机械设备】异型钢结构焊接(393187项目增补),1943人,1人,¥10000,圆满完成
【VI设计】网吧VI设计,391人,1人,¥10000,圆满完成
【VI设计】中狮化学VI改造,199人,1人,¥49500,圆满完成
【VI设计】设计logo、牌匾及传单名片,296人,1人,¥5000,圆满完成
【VI设计】麻香锅锅商标及VI应用,359人,1人,¥31130,圆满完成
【LOGO设计】LOGO设计,282人,1人,¥200,圆满完成
【LOGO设计】蛋糕店LOGO设计 VI设计,479人,1人,¥20000,圆满完成
【机械设备】异型自动焊接机开发,1622人,1人,¥10000,圆满完成
【VI设计】VI应用设计,229人,1人,¥1000,圆满完成
【宣传册设计】需要设计三折页,386人,1人,¥500,圆满完成
【店铺装修】淘宝店铺装修,437人,1人,¥500,圆满完成
【宣传册设计】东阳红木家具画册,283人,1人,¥22600,圆满完成
【店铺装修】公司官网美工及模板设计,196人,1人,¥10000,圆满完成
【产品外观设计】鞋盒外观设计,1477人,1人,¥2000,圆满完成
【其他工业设计】手机CMF设计,1515人,1人,¥5000,圆满完成
【其他工业设计】串口数据线数据无线探测,1802人,1人,¥70000,圆满完成
【其他工业设计】自动化控制设备的开发,2428人,1人,¥60000,圆满完成
【其他工业设计】太阳能追踪机械设计,1999人,1人,¥70000,圆满完成
【LOGO设计】怀田枣花蜜LOGO,219人,1人,¥12021,圆满完成
【包装设计】为乳胶枕做一个包装设计,491人,1人,¥300,圆满完成
【宣传册设计】阿里山乌龙茶产品画册,241人,1人,¥23262,圆满完成
,,,,
【LOGO设计】音乐培训机构LOGO设计,240人,1人,¥10000,圆满完成
【VI设计】健康行业APP中的聊天表情设计,258人,1人,¥15000,圆满完成
【宣传册设计】万家飘产品宣传画册,195人,1人,¥20337,圆满完成
【其他工业设计】实验室通风柜自动门的结构传动设计,2070人,1人,¥85000,圆满完成
【LOGO设计】唯秀LOGO,155人,1人,¥9872,圆满完成
【LOGO设计】公司LOGO设计,428人,1人,¥4000,圆满完成
【其他工业设计】实验室通风柜自动门的结构传动设计,1912人,1人,¥45800,圆满完成
【其他工业设计】智能化家电产品设计,1863人,1人,¥51000,圆满完成
【动漫其他】三维角色动画的动作设计,939人,1人,¥40000,圆满完成
【封面设计】单本中考教辅书（思想品德）封面设计,387人,1人,¥1000,圆满完成
【LOGO设计】雅丽洁LOGO,213人,1人,¥9906,圆满完成
【LOGO设计】蜂翼信息科技logo设计,332人,1人,¥500,圆满完成
【LOGO设计】海华之家LOGO,553人,1人,¥3470,圆满完成
【宣传册设计】公司/产品原料介绍宣传手册设计,301人,1人,¥2800,圆满完成
【宣传册设计】danye-boshi,257人,1人,¥100,圆满完成
【VI设计】四川小吃餐厅logo和VI设计,299人,1人,¥6000,圆满完成
【PPT设计】公司推广幻灯片优化,777人,1人,¥900,圆满完成
【LOGO设计】LOGO设计,523人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,529人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,2430人,1人,¥100,圆满完成
【LOGO设计】logo标志,167人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,191人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,408人,1人,¥100,圆满完成
【LOGO设计】logo标志,622人,1人,¥100,圆满完成
【LOGO设计】设计logo,158人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,306人,1人,¥100,圆满完成
【LOGO设计】设计logo,167人,1人,¥100,圆满完成
【LOGO设计】logo标志,135人,1人,¥100,圆满完成
【LOGO设计】设计logo,147人,1人,¥100,圆满完成
【LOGO设计】logo标志,139人,1人,¥100,圆满完成
,,,,
【LOGO设计】LOGO设计,209人,1人,¥100,圆满完成
【LOGO设计】设计logo,262人,1人,¥100,圆满完成
【LOGO设计】logo标志,176人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,175人,1人,¥100,圆满完成
【LOGO设计】设计logo,156人,1人,¥100,圆满完成
【LOGO设计】logo标志,120人,1人,¥100,圆满完成
【LOGO设计】设计logo,124人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,226人,1人,¥100,圆满完成
【LOGO设计】logo标志,127人,1人,¥100,圆满完成
【LOGO设计】设计logo,217人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,188人,1人,¥100,圆满完成
【LOGO设计】设计logo,126人,1人,¥100,圆满完成
【LOGO设计】logo标志,119人,1人,¥100,圆满完成
【LOGO设计】设计logo,114人,1人,¥100,圆满完成
【LOGO设计】logo标志,144人,1人,¥100,圆满完成
【LOGO设计】logo标志,142人,1人,¥100,圆满完成
【LOGO设计】设计logo,133人,1人,¥100,圆满完成
【VI设计】集团VI系统设计,290人,1人,¥37000,圆满完成
【LOGO设计】利多LOGO,156人,1人,¥3000,圆满完成
【LOGO设计】logo,212人,1人,¥5850,圆满完成
【广告设计】品牌衣服包装袋设计,403人,1人,¥2000,圆满完成
【LOGO设计】.swf格式动态字体设计,260人,1人,¥300,圆满完成
【宣传册设计】kuacai-chunhui,667人,1人,¥100,圆满完成
【机械设备】组合式岗亭内装方案设计,1530人,1人,¥10000,圆满完成
【机械设备】组合式实墙岗亭,1524人,1人,¥20000,圆满完成
【宣传册设计】启瑞药业全套展板设计,536人,1人,¥4600,圆满完成
【包装设计】整体包装设计,208人,1人,¥5900,圆满完成
【LOGO设计】设计标志,127人,1人,¥100,圆满完成
【LOGO设计】设计标志,141人,1人,¥100,圆满完成
【LOGO设计】设计标志,270人,1人,¥100,圆满完成
,,,,
【LOGO设计】设计标志,158人,1人,¥100,圆满完成
【LOGO设计】设计标志,311人,1人,¥100,圆满完成
【LOGO设计】设计标志,144人,1人,¥100,圆满完成
【LOGO设计】设计标志,121人,1人,¥100,圆满完成
【LOGO设计】设计标志,177人,1人,¥100,圆满完成
【LOGO设计】设计标志,165人,1人,¥100,圆满完成
【宣传册设计】kuaye-longxing,210人,1人,¥100,圆满完成
【LOGO设计】设计标志,149人,1人,¥100,圆满完成
【LOGO设计】设计标志,187人,1人,¥100,圆满完成
【LOGO设计】设计标志,152人,1人,¥100,圆满完成
【LOGO设计】设计标志,117人,1人,¥100,圆满完成
【LOGO设计】设计标志,112人,1人,¥100,圆满完成
【LOGO设计】设计标志,137人,1人,¥100,圆满完成
【LOGO设计】设计标志,167人,1人,¥100,圆满完成
【LOGO设计】设计标志,170人,1人,¥100,圆满完成
【LOGO设计】设计标志,138人,1人,¥100,圆满完成
【LOGO设计】设计标志,136人,1人,¥100,圆满完成
【VI设计】咖啡店logo和VI设计,302人,1人,¥14000,圆满完成
【宣传册设计】画册设计,296人,1人,¥8500,圆满完成
【LOGO设计】LOGO设计,167人,1人,¥100,圆满完成
【LOGO设计】logo设计,115人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,189人,1人,¥100,圆满完成
【LOGO设计】logo设计,166人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,239人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,245人,1人,¥100,圆满完成
【LOGO设计】logo设计,199人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,132人,1人,¥100,圆满完成
【LOGO设计】logo设计,120人,1人,¥100,圆满完成
【LOGO设计】logo设计,157人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,194人,1人,¥100,圆满完成
,,,,
【LOGO设计】logo设计,136人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,166人,1人,¥100,圆满完成
【LOGO设计】logo设计,130人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,133人,1人,¥100,圆满完成
【LOGO设计】logo设计,154人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,165人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,163人,1人,¥100,圆满完成
【LOGO设计】logo设计,119人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,156人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,143人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,149人,1人,¥100,圆满完成
【LOGO设计】logo设计,132人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,242人,1人,¥100,圆满完成
【LOGO设计】logo设计,169人,1人,¥100,圆满完成
【LOGO设计】logo设计,109人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,160人,1人,¥100,圆满完成
【LOGO设计】logo设计,177人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,144人,1人,¥100,圆满完成
【LOGO设计】logo设计,154人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,143人,1人,¥100,圆满完成
【LOGO设计】logo设计,131人,1人,¥100,圆满完成
【LOGO设计】logo设计,124人,1人,¥100,圆满完成
【LOGO设计】logo设计,154人,1人,¥100,圆满完成
【LOGO设计】logo设计,173人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,156人,1人,¥100,圆满完成
【LOGO设计】logo设计,191人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,115人,1人,¥100,圆满完成
【LOGO设计】logo设计,138人,1人,¥100,圆满完成
【LOGO设计】设计LOGO,193人,1人,¥100,圆满完成
【LOGO设计】需要一个手握微萨连锁店的logo和画册设计,397人,1人,¥3000,圆满完成
,,,,
【LOGO设计】LOGO设计,146人,1人,¥500,圆满完成
【VI设计】品牌策划及VI设计第三期,324人,1人,¥37000,圆满完成
【LOGO设计】嘉誉美商标logo,536人,1人,¥3000,圆满完成
【标签设计】标签外观设计,710人,1人,¥30000,圆满完成
【宣传册设计】danye-jiangying,265人,1人,¥100,圆满完成
【宣传册设计】网络平台名片设计,299人,1人,¥500,圆满完成
【宣传册设计】十三月画册设计,271人,1人,¥1000,圆满完成
【LOGO设计】设计logo,182人,1人,¥100,圆满完成
【LOGO设计】设计logo,133人,1人,¥100,圆满完成
【LOGO设计】设计logo,151人,1人,¥100,圆满完成
【LOGO设计】设计logo,206人,1人,¥100,圆满完成
【LOGO设计】设计logo,145人,1人,¥100,圆满完成
【LOGO设计】设计logo,192人,1人,¥100,圆满完成
【LOGO设计】设计logo,172人,1人,¥100,圆满完成
【LOGO设计】设计logo,114人,1人,¥100,圆满完成
【LOGO设计】设计logo,465人,1人,¥100,圆满完成
【LOGO设计】设计logo,162人,1人,¥100,圆满完成
【LOGO设计】设计logo,154人,1人,¥100,圆满完成
【LOGO设计】设计logo,150人,1人,¥100,圆满完成
【LOGO设计】设计logo,335人,1人,¥100,圆满完成
【LOGO设计】设计logo,419人,1人,¥100,圆满完成
【LOGO设计】设计logo,216人,1人,¥100,圆满完成
【LOGO设计】设计logo,185人,1人,¥100,圆满完成
【LOGO设计】设计logo,283人,1人,¥100,圆满完成
【LOGO设计】设计logo,166人,1人,¥100,圆满完成
【LOGO设计】设计logo,227人,1人,¥100,圆满完成
【LOGO设计】设计logo,139人,1人,¥100,圆满完成
【VI设计】VI应用设计,212人,1人,¥1000,圆满完成
【漫画设计】创智谷第一期：智客侠创业漫画,470人,1人,¥2000,圆满完成
【VI设计】给一个汉堡店起名字，能注册商标，设计logo加vi,501人,1人,¥3000,圆满完成
,,,,
【广告设计】海报图修改,747人,1人,¥80,圆满完成
【字体设计】简单字体设计,1232人,1人,¥40,圆满完成
【封面设计】教师用书新增版本的封面设计及原有封面的修改,386人,1人,¥2000,圆满完成
【包装设计】化妆品包装设计，要求原创,331人,1人,¥1000,圆满完成
【LOGO设计】logo设计,164人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,124人,1人,¥100,圆满完成
【LOGO设计】logo设计,157人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,136人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,156人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,211人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,164人,1人,¥100,圆满完成
【LOGO设计】logo设计,166人,1人,¥100,圆满完成
【LOGO设计】logo设计,185人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,189人,1人,¥100,圆满完成
【LOGO设计】logo设计,161人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,174人,1人,¥100,圆满完成
【LOGO设计】logo设计,167人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,221人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,164人,1人,¥100,圆满完成
【LOGO设计】logo设计,218人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,148人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,218人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,166人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,108人,1人,¥100,圆满完成
【LOGO设计】logo设计,178人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,150人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,196人,1人,¥100,圆满完成
【VI设计】吉盛商贸公司VI设计,285人,1人,¥7000,圆满完成
【LOGO设计】logo设计,176人,1人,¥100,圆满完成
【LOGO设计】logo设计,152人,1人,¥100,圆满完成
,,,,
【LOGO设计】LOGO设计,163人,1人,¥100,圆满完成
【LOGO设计】logo设计,131人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,135人,1人,¥100,圆满完成
【LOGO设计】logo设计,129人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,214人,1人,¥100,圆满完成
【LOGO设计】logo设计,114人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,178人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,205人,1人,¥100,圆满完成
【LOGO设计】logo设计,143人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,125人,1人,¥100,圆满完成
【LOGO设计】logo设计,135人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,179人,1人,¥100,圆满完成
【LOGO设计】logo设计,150人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,176人,1人,¥100,圆满完成
【LOGO设计】logo设计,168人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,227人,1人,¥100,圆满完成
【LOGO设计】logo设计,169人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,269人,1人,¥100,圆满完成
【LOGO设计】logo设计,133人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,179人,1人,¥100,圆满完成
【LOGO设计】logo设计,144人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,180人,1人,¥100,圆满完成
【LOGO设计】logo设计,178人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,143人,1人,¥100,圆满完成
【LOGO设计】logo设计,149人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,154人,1人,¥100,圆满完成
【LOGO设计】logo设计,158人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,382人,1人,¥100,圆满完成
【LOGO设计】logo设计,221人,1人,¥100,圆满完成
【LOGO设计】logo设计,158人,1人,¥100,圆满完成
,,,,
【LOGO设计】LOGO设计,131人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,125人,1人,¥100,圆满完成
【LOGO设计】logo设计,168人,1人,¥100,圆满完成
【LOGO设计】logo设计,144人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,149人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,141人,1人,¥100,圆满完成
【LOGO设计】logo设计,143人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,343人,1人,¥100,圆满完成
【LOGO设计】logo设计,125人,1人,¥100,圆满完成
【包装设计】产品包装设计,422人,1人,¥5000,圆满完成
【LOGO设计】设计两款产品及logo,380人,1人,¥700,圆满完成
【招牌设计】路边广告牌设计,431人,1人,¥200,圆满完成
【广告设计】广告片剪辑制作,207人,1人,¥5000,圆满完成
【VI设计】公司名片,198人,1人,¥200,圆满完成
【LOGO设计】LOGO已有，帮我们做成矢量的，颜色做下搭配,373人,1人,¥500,圆满完成
【LOGO设计】LOGO设计,136人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,178人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,132人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,166人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,158人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,151人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,158人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,171人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,171人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,171人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,216人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,144人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,136人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,162人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,202人,1人,¥100,圆满完成
,,,,
【LOGO设计】LOGO设计,257人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,181人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,166人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,118人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,164人,1人,¥100,圆满完成
【漫画设计】针对任务中漫画设计的入围奖励,544人,1人,¥75,圆满完成
【广告设计】地产折页,422人,1人,¥500,圆满完成
【LOGO设计】LOGO设计,208人,1人,¥2500,圆满完成
【VI设计】品牌整体VI设计,328人,1人,¥10000,圆满完成
【广告设计】房地产DM,345人,1人,¥500,圆满完成
【LOGO设计】信息科技公司logo设计,422人,1人,¥1000,圆满完成
【LOGO设计】LOGO设计,127人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,143人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,170人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,172人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,109人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,183人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,168人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,149人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,294人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,210人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,163人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,248人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,153人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,199人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,201人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,208人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,328人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,219人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,175人,1人,¥100,圆满完成
,,,,
【LOGO设计】LOGO设计,192人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,186人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,214人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,195人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,161人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,356人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,183人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,212人,1人,¥100,圆满完成
【LOGO设计】LOGO设计,165人,1人,¥100,圆满完成
【宣传册设计】fengmian-sijialianmeng,302人,1人,¥100,圆满完成
【LOGO设计】买LOGO,247人,1人,¥100,圆满完成
【VI设计】“良木优品”VI系列设计,292人,1人,¥3500,圆满完成
【产品外观设计】猕猴桃酒瓶型设计,1524人,1人,¥500,圆满完成
【店铺装修】淘宝宝贝详情页制作,229人,1人,¥5000,圆满完成
【VI设计】谷谱食品logo和VI设计,479人,1人,¥10000,圆满完成
【LOGO设计】鸿新资本logo设计,406人,1人,¥1000,圆满完成
【LOGO设计】外卖网BUG修复,179人,1人,¥7500,圆满完成
【宣传册设计】dianban-yongxinwuliu,522人,1人,¥100,圆满完成
【字体设计】“良木优品”字体设计,1879人,1人,¥200,圆满完成
【VI设计】企业整体形象VI设计,304人,1人,¥8200,圆满完成
【LOGO设计】外卖网BUG修复,174人,1人,¥5000,圆满完成
【VI设计】医疗咨询管理有限公司LOGO及VI设计,385人,1人,¥45000,圆满完成
【LOGO设计】企业Logo设计,208人,1人,¥500,圆满完成
【宣传册设计】娴慕围巾企业宣传册,297人,1人,¥33048,圆满完成
【宣传册设计】派旺宠物企业宣传册设计,415人,1人,¥1820,圆满完成
【海报设计】娴慕围巾设计,351人,1人,¥27035,圆满完成
【LOGO设计】LOGO设计,307人,1人,¥800,圆满完成
【宣传册设计】danye-jiahui,253人,1人,¥100,圆满完成
【VI设计】企业VI设计,262人,1人,¥4100,圆满完成
【LOGO设计】“林友家私”LOGO设计,246人,1人,¥1200,圆满完成
,,,,
【店铺装修】淘宝首页,652人,1人,¥10,圆满完成
【包装设计】app图片设计,479人,1人,¥500,圆满完成
【LOGO设计】博爱药业连锁有限公司LOGO设计,274人,1人,¥800,圆满完成
【宣传册设计】danye-xingchang,158人,1人,¥100,圆满完成
【VI设计】龙图科技VI,189人,1人,¥500,圆满完成
【LOGO设计】LOGO及部分VI 设计,220人,1人,¥6000,圆满完成
【3D建模】3D模型设计第二阶段,1891人,1人,¥10000,圆满完成
【PPT设计】ppt制作,643人,1人,¥2806,圆满完成
【产品外观设计】烤箱外观设计,1461人,1人,¥20000,圆满完成
【VI设计】包装设计,324人,1人,¥400,圆满完成
【海报设计】展示需要 做一张展示海报 要求设计新颖  与众不同,248人,1人,¥230,圆满完成
【广告设计】泥博士硅藻泥宣传车形象设计,524人,1人,¥300,圆满完成
【VI设计】系统平台后台UI设计，边检网站前台设计,222人,1人,¥2300,圆满完成
【VI设计】公司整体VI设计,503人,1人,¥8300,圆满完成
【LOGO设计】美容院logo设计,274人,1人,¥1000,圆满完成
【VI设计】武汉大型房地产公司VI重新设计,538人,1人,¥25000,圆满完成
【VI设计】投资理财公司logo和VI设计,318人,1人,¥19000,圆满完成
【LOGO设计】设计个LOGO,184人,1人,¥1000,圆满完成
【宣传册设计】画册，DM单张设计,632人,1人,¥50000,圆满完成
【宣传册设计】初中教辅封三二维码使用说明页设计,293人,1人,¥300,圆满完成
【LOGO设计】金融公司logo及简单VI设计,256人,1人,¥8000,圆满完成
【LOGO设计】龙图科技LOGO,202人,1人,¥598,圆满完成
【LOGO设计】广西智易商贸有限公司,180人,1人,¥200,圆满完成
【包装设计】保健食品包装盒及瓶贴设计,237人,1人,¥500,圆满完成
【LOGO设计】中式文化餐厅LOGO设计,350人,1人,¥300,圆满完成
【LOGO设计】麻辣小龙虾LOGO设计,362人,1人,¥1000,圆满完成
【LOGO设计】公司名字LOGO设计,176人,1人,¥299,圆满完成
【广告设计】泥博士硅藻泥网站首页图片,525人,1人,¥500,圆满完成
【名片设计】（急）优惠券设计,317人,1人,¥200,圆满完成
